숙박시설명,시설명(영문),주소,주소(영문),숙박위치(동서방향),숙박위치(남북방향),숙박업소 홈페이지 주소,숙박업소 근처 시티투어 버스 유무,숙박업소 등급,숙박업소 건물 수,숙박업소 객실 수,숙박업소 스탠딩 수,숙박업소 좌석 수,숙박업소 대표메뉴,숙박업소 특징,숙박업소 연중무휴 여부,숙박업소 오픈 시간,숙박업소 종료 시간,성수기시작일,성수기종료일,숙박시설의 휴무 이유,조식 유무,쿠폰 유무,쿠폰 할인율,쿠폰 시작 날짜,쿠폰 마감 날짜,쿠폰 참고사항,주민 사용가능한 쿠폰 유무,주차장 유무,주차장 요금 유무,주차장 세부사항,주차 자동차 합계,주차 버스 합계,숙박 주변 주차장 정보,장애인 시설 유무,산책 유무,신용카드 유무,팁 유무,핸드폰 충전 유무,짐 보관 이유,아동 보육 유무,반려동물 보호 유무,외국인 가이드 유무,근처 관광 정보,근처 쇼핑 정보,근처 외식 정보,근처 숙박 정보,근처 교통 정보
브라보 모텔,,전라남도 여수시 율촌면 여순로 707,"707, Yeosun-ro Yulchon-myeon, Yeosu-si, Jeollanam-do",362849.9733,251490.5292,,n,특 2급,5,32,0,0,,"브라보 모텔,모텔,숙박",n,14:00,11:00,07월 10일,08월 30일,,n,n,,,,,,n,n,,50,10,여수공항,,n,y,y,y,n,n,y,y,y,y,y,y,n
리버모텔,,전라남도 여수시 성산3길 24-7 (화장동),,,,,n,,0,36,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
다다무인텔,,전라남도 여수시 성산3길 21-17 (화장동),,,,,n,,0,41,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
뉴낙원모텔,,전라남도 여수시 오동도로 90 (수정동),,,,,n,,0,21,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
여수 그린게스트,,전라남도 여수시 서교3길 6,"6, Seogyo 3-gil, Yeosu-si, Jeollanam-do",375239.5857,238178.3009,,n,,0,14,0,0,,,n,,,,,,n,n,10%,2017-06-01,2018-05-31,"주말(토요일), 공휴일 전날 성수기(7월 15 ~ 8월 15) 제외",,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,n
거북여관,,전라남도 여수시 거북선공원3길 14-1 (학동),,,,,n,,0,24,0,0,,,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
하늘보라펜션,,전라남도 여수시 돌산읍 계동로 391,"391, Gyedong-ro Dolsan-eup, Yeosu-si, Jeollanam-do",380310.5739,230180.7345,http://skyv.hosting2003.co.kr,n,,4,7,0,0,,"하늘보라펜션,여수펜션,펜션",n,14:00,11:00,07월 10일,08월 30일,,n,n,20%,2017-06-01,2018-05-31,"주말,공휴일,성수기 제외",,y,n,,10,1,,,n,y,y,y,n,n,n,n,y,y,y,y,y
백야펜션,,전라남도 여수시 화정면 화백길 36,"36, Hwabaek-gil Hwajeong-myeon, Yeosu-si, Jeollanam-do",366510.5335,225118.8647,,n,,2,4,0,0,,"백야도, 백야펜션, 민박",n,14:00,12:00,07월 15일,08월 31일,,n,n,,,,,,y,n,,10,2,,,n,y,y,y,n,n,n,n,y,y,n,n,n
상록수민박,,전라남도 여수시 돌산읍 우두1길 23,"23, Udu 1-gil Dolsan-eup, Yeosu-si, Jeollanam-do",376576.6999,236596.3336,,n,,0,3,0,0,,,n,,,,,,n,n,10%,2017-06-01,2018-05-31,예약시 적용됨,,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,n
머그네펜션,,전라남도 여수시 화양면 이천리,,,,,n,,1,2,0,0,,머그네펜션,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
적금 어촌체험마을,,전라남도 여수시 화정면 적금리,,,,jeokgeum.seantour.com,n,,4,4,0,0,,"어촌체험, 숙박",n,10:00,12:00,07월 10일,08월 30일,,n,n,,,,,,n,n,,0,0,,,n,y,y,y,n,n,n,n,y,y,y,y,n
쉴만한 들녘(한옥),,전라남도 여수시 돌산읍 둔전길 66-3,"66-3, Dunjeon-gil Dolsan-eup, Yeosu-si, Jeollanam-do",379461.0007,228702.1345,,n,,1,5,0,0,,"민박,한옥,엑스포",n,14:00,11:00,05월 12일,09월 30일,,n,n,,,,,,n,n,,5,0,,,n,n,y,y,n,n,n,n,y,y,y,y,n
소율 어촌체험마을,,전라남도 여수시 돌산읍 율림리,,,,soyul.seantour.com,n,,8,8,0,0,,"어촌체험, 숙박",n,12:00,12:00,06월 01일,08월 01일,,n,n,,,,,,n,n,,0,0,,,n,y,y,y,n,n,n,n,y,y,y,y,n
엑스포사우나,,전라남도 여수시 성산3길 20,"20, Seongsan 3-gil, Yeosu-si, Jeollanam-do",,,,n,,0,0,0,0,,엑스포사우나,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
유심천(찜질.헬스.사우나),,전라남도 여수시 소라면 안심산길 155,"155, Ansimsan-gil Sora-myeon, Yeosu-si, Jeollanam-do",,,,n,,0,0,0,0,,,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,2000,0,,,n,n,n,n,n,n,n,n,y,y,y,y,n
여수스포렉스,,전라남도 여수시 여문2로 183,"183, Yeomun 2-ro, Yeosu-si, Jeollanam-do",,,,n,,0,0,0,0,,여수스포렉스,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
좌수영사우나,,전라남도 여수시 선원3길 10-21,"10-21, Seonwon 3-gil, Yeosu-si, Jeollanam-do",,,,n,,0,0,0,0,,좌수영사우나,n,0:00,23:59,,,,n,n,,,,,,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,n
엑스포해수피아,,전라남도 여수시 어항단지로 27,"27, Eohangdanji-ro, Yeosu-si, Jeollanam-do",,,,n,,0,0,0,0,,뉴-백옥사우나,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,n
의성마을회관,,전라남도 여수시 삼산면 초도리,,,,,n,,1,2,0,0,,의성마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
진막마을회관,,전라남도 여수시 삼산면 초도리,,,,,n,,1,2,0,0,,진막마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
적금 마을회관,,전라남도 여수시 화정면 적금리,,,,,n,,1,1,0,0,,적금 마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,n,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
여자 마을회관,,전라남도 여수시 화정면 여자리,,,,,n,,1,2,0,0,,여자 마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,n,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
둔병 마을회관,,전라남도여수시 화정면 조발리,,,,,n,,1,2,0,0,,둔병 마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
여산 마을회관,,전라남도 여수시 화정면 낭도리,,,,,n,,1,2,0,0,,여산 마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
화산 마을회관,,전라남도 여수시 화정면 개도리,,,,,n,,1,1,0,0,,화산 마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
제도 마을회관,,전라남도 여수시 화정면 제도리,,,,,n,,1,3,0,0,,제도 마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
덕촌 마을회관,,전라남도 여수시 삼산면 덕촌리,,,,,n,,1,1,0,0,,덕촌 마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
자봉 마을회관,,전라남도 여수시 화정면 월호리,,,,,n,,1,2,0,0,,자봉 마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
월호마을회관,,전라남도 여수시 화정면 월호리,,,,,n,,1,2,0,0,,월호마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
월전 마을회관,,전라남도 여수시 남면 화태리,,,,,n,,1,4,0,0,,월전 마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
신산1구 마을회관,,전라남도 여수시 율촌면 취적리,,,,,n,,1,3,0,0,,신산1구 마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,2,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
장지마을회관,,전라남도 여수시 남면 장지해안길 51-3,"51-3, Jangjihaean-gil Nam-myeon, Yeosu-si, Jeollanam-do",,,,n,,1,4,0,0,,장지마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
옥적마을회관,,전라남도 여수시 화양면 옥적리,,,,,n,,1,2,0,0,,옥적마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
여흥2구마을회관(신정),,전라남도 여수시 율촌면 율촌로 75-1,"75-1, Yulchon-ro Yulchon-myeon, Yeosu-si, Jeollanam-do",,,,n,,1,2,0,0,,여흥2구마을회관(신정),n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
여흥4구 마을회관(하신),,전라남도 여수시 율촌면 조화리,,,,,n,,1,3,0,0,,"여흥4구 마을회관,하신",n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,2,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
현천2구(마륜) 마을회관,,전라남도 여수시 소라면 현천리,,,,,n,,1,2,0,0,,현천2구(마륜) 마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,n
죽림(원죽) 마을회관,,전라남도 여수시 소라면 죽림리,,,,,n,,1,2,0,0,,죽림(원죽) 마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,n
여흥2구 마을회관,,전라남도 여수시 율촌면 조화리,,,,,n,,1,1,0,0,,여흥2구 마을회관,n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,2,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
오케이민박(OK),,전라남도 여수시 남면 내외진길 9,"9, Naeoejin-gil Nam-myeon, Yeosu-si, Jeollanam-do",378802.6428,212429.9329,blog.naver.com/robin1131,n,,1,4,0,0,,"민박,섬,엑스포,비렁길",n,13:00,12:00,,,,n,n,,,,,,y,n,,5,2,,,n,n,n,y,n,n,n,n,y,y,y,y,n
향일암 템플스테이,,전라남도 여수시 돌산읍 율림리,,,,hyangiram.org,n,,0,0,0,0,,,n,,,06월 01일,08월 01일,,y,n,,,,,,n,n,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,n
흥국사 템플스테이,,전라남도 여수시 흥국사길 160,"160, Heungguksa-gil, Yeosu-si, Jeollanam-do",,,www.여수흥국사.kr,n,,5,16,0,0,,"이색체험, 숙박, 흥국사 템플스테이",n,,,06월 01일,08월 01일,,n,n,,,,,,y,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
화이트빌리지펜션,,전라남도 여수시 돌산읍 우두3길 98,"98, Udu 3-gil Dolsan-eup, Yeosu-si, Jeollanam-do",376848.113,235654.9481,www.e-whitevillage.com,n,,1,3,0,0,,"민박,펜션,여수,엑스포",n,14:00,11:00,07월 20일,08월 15일,,n,n,,,,,,y,n,,15,3,,,n,y,n,y,n,n,y,n,y,y,y,y,n
오솔길펜션,,전라남도 여수시 소호12길 43-38,"43-38, Soho 12-gil, Yeosu-si, Jeollanam-do",367291.6556,237210.3944,blog.naver.com/osolgil9480,n,,1,5,0,0,,"펜션,민박,엑스포",n,14:00,11:00,07월 10일,08월 30일,,n,n,,,,,,y,n,,8,0,,,n,n,n,y,n,n,y,n,y,y,y,y,n
소노캄 여수,,전라남도 여수시 오동도로 111,"111, Odongdo-ro, Yeosu-si, Jeollanam-do",,,www.mvlhotel.com,n,1,1,311,0,0,,"관광호텔,숙박,엠블호텔,여수세계박람회장,오동도,소노캄",n,15:00,11:00,,,,y,n,,,,,,y,n,,310,0,,,n,y,y,y,n,n,n,y,y,y,y,y,n
여수경도골프&리조트,,전라남도 여수시 신월로 692,"692, Sinwol-ro, Yeosu-si, Jeollanam-do",,,www.yeosucc.co.kr,n,,1,100,0,0,,"여수경도 골프&리조트,경도,골프",n,14:00,11:00,07월 10일,08월 20일,,n,n,,,,,,y,n,,152,3,,,n,y,y,y,n,n,n,y,y,y,y,y,n
디오션호텔,,전라남도 여수시 소호로 295,"295, Soho-ro, Yeosu-si, Jeollanam-do",,,www.theoceanresort.co.kr/,n,,1,137,0,0,,"관광호텔, 숙박, 디오션호텔, 디오션리조트, 콘도, 여수디오션워터파크",n,14:00,12:00,07월 08일,08월 21일,,y,n,,,,,,y,n,,200,40,,,n,y,y,y,n,n,y,y,y,y,y,y,n
오동재 한옥호텔,,전라남도 여수시 박람회길 61,"61, Bangnamhoe-gil, Yeosu-si, Jeollanam-do",,,odjhotel.co.kr,n,,7,32,0,0,,"관광호텔, 숙박, 오동재한옥호텔",n,14:00,11:00,07월 18일,08월 16일,,y,n,,,,,,y,n,,90,0,,,n,y,y,y,n,n,n,y,y,y,y,y,n
베니키아호텔,,전라남도 여수시 시청서6길 19,"19, Sicheongseo 6-gil, Yeosu-si, Jeollanam-do",,,benikeahotel.co.kr,n,,1,50,0,0,,"관광호텔, 숙박, 베니키아호텔여수",n,15:00,12:00,07월 15일,08월 15일,,y,n,,,,,,y,n,,22,0,,,n,y,y,y,n,n,n,y,y,y,y,y,n
유캐슬 호텔,,전라남도 여수시 소라면 안심산길 155,"155, Ansimsan-gil Sora-myeon, Yeosu-si, Jeollanam-do",,,www.ucastlehotel.co.kr,n,,1,86,0,0,,"관광호텔, 숙박, 유캐슬관광호텔, 유심천",n,15:00,11:00,05월 12일,06월 30일,,y,n,50%,2016-05-31,2017-05-31,,,y,n,,1200,20,,,n,y,y,y,n,n,n,y,y,y,y,y,n
히든베이호텔,,전라남도 여수시 신월로 496-25,"496-25, Sinwol-ro, Yeosu-si, Jeollanam-do",,,www.hiddenbay.co.kr,n,,1,131,0,0,,"관광호텔, 숙박, 히든베이관광호텔",n,15:00,12:00,07월 22일,08월 27일,,n,n,,,,,,y,n,,236,0,,,n,y,n,y,n,n,n,y,y,y,y,y,n
여수와이오션관광호텔,,전라남도 여수시 망양로 20,"20, Mangyang-ro, Yeosu-si, Jeollanam-do",,,www.yoceanhotel.com,n,,0,63,0,0,,"관광호텔, 숙박, 여수와이오션관광호텔",n,15:00,12:00,07월 01일,08월 31일,,y,n,,,,,,y,n,,60,5,,,n,n,n,y,n,n,n,y,y,y,y,y,n
김나미자 민박,,전라남도 여수시 화정면 사도리 148,,,,,n,,0,3,0,0,,,n,14:00,12:00,06월 01일,08월 01일,,n,n,,,,,,n,n,,0,0,,,n,n,n,y,n,n,n,n,y,y,y,y,n
여수 경도수상펜션,,전라남도 여수시 대경도길 2,"2, Daegyeongdo-gil, Yeosu-si, Jeollanam-do",374776.8189,236001.0094,,n,,0,6,0,0,,,n,12:00,11:00,,,,n,n,,,,,,n,n,,0,0,,,n,y,n,y,n,n,n,n,y,y,y,y,n
안도 펜션,,전라남도 여수시 남면 안도해변길 13,"13, Andoan-gil Nam-myeon, Yeosu-si, Jeollanam-do",382084.8497,210086.5923,,n,,1,7,0,0,,"여수,남면 안도리,안도 펜션, 민박, 금오도",n,14:00,11:00,07월 20일,08월 20일,,n,n,,,,,,y,n,,10,2,,,n,y,y,y,n,n,n,n,n,y,n,y,n
강동민박,,전라남도 여수시 삼산면 삼호교길 29,"29, Samhogyo-gil Samsan-myeon, Yeosu-si, Jeollanam-do",,,,n,,1,4,0,0,,"여수,삼산면 거문리,강동민박",n,12:00,12:00,,,,n,n,,,,,,y,n,,0,0,,,n,y,n,y,n,n,n,n,n,y,y,y,n
노을과 바다펜션,,전라남도 여수시 화양면 화서로 173-21,"173-21, Hwaseo-ro Hwayang-myeon, Yeosu-si, Jeollanam-do",,,www.noeulgwabada.com,n,,7,17,0,0,,"여수,화양면 이목리,펜션,노을과 바다 펜션",n,15:00,11:00,07월 20일,08월 17일,,n,n,,,,,,y,n,,20,3,,,n,y,y,y,n,n,n,n,n,y,y,y,n
힐사이드 모텔,,전라남도 여수시 화양면 화양로 1347-1,"1347-1, Hwayang-ro Hwayang-myeon, Yeosu-si, Jeollanam-do",364628.5203,233952.6777,,n,,1,25,0,0,,"여수,화양면 나진리,힐사이드 모텔",n,14:00,12:00,07월 01일,08월 30일,,n,n,,,,,,y,n,,40,10,,,n,y,y,y,n,n,n,y,n,y,y,y,n
나무에 걸린 바다 펜션,,전라남도 여수시 돌산읍 돌산로 666-29,"666-29, Dolsan-ro Dolsan-eup, Yeosu-si, Jeollanam-do",,,www.seaontree.com,n,,1,3,0,0,,"나무에걸린,나무에걸린바다 민박,나무펜션",n,,,07월 15일,08월 15일,,n,n,,,,,,y,n,,8,0,,,n,n,y,y,n,n,n,y,n,y,y,y,n
가고파펜션,,전라남도 여수시 돌산읍 봉수길 52,"52, Bongsu-gil Dolsan-eup, Yeosu-si, Jeollanam-do",,,,n,,1,3,0,0,,"여수,돌산읍 둔전리,들꽃 펜션",n,14:00,11:00,07월 15일,08월 24일,,n,n,10%,2016-05-31,2017-05-31,10인 기준(추가인원 제외),,y,n,,8,0,,,n,n,n,y,n,n,n,y,y,y,y,y,y
바다펜션 민박,,전라남도 여수시 남면 안도해수욕장길 20,"20, Andohaesuyokjang-gil Nam-myeon, Yeosu-si, Jeollanam-do",382324.8447,210214.5004,,n,,2,8,0,0,,,n,,,06월 01일,08월 01일,,y,n,,,,,,y,n,,10,0,,,n,n,n,y,n,n,n,n,n,n,y,n,n
휴양펜션,,전라남도 여수시 돌산읍 향일암로 304,"304, Hyangiram-ro Dolsan-eup, Yeosu-si, Jeollanam-do",381196.5738,222822.4941,,n,,1,1,0,0,,"여수,온돌방,돌산읍 율림리, 휴양펜션",n,14:00,12:00,07월 19일,08월 10일,,n,n,,,,,,y,n,,0,0,,,n,n,y,y,n,n,n,n,n,y,y,y,n
언덕마루모텔,,전라남도 여수시 돌산읍 향일암로 69,"69, Hyangiram-ro Dolsan-eup, Yeosu-si, Jeollanam-do",382183.8787,221859.117,,n,,1,17,0,0,,"여수,돌산읍 율림리,언덕마루모텔",n,14:00,11:00,07월 20일,08월 20일,,n,n,,,,,,y,n,,10,0,,,n,y,y,y,n,n,n,n,n,y,y,y,n
